"","text"
"204","@Lsantos090769 @Harvard1988 @AWeissmann_ Do you really know that he did nothing?  I don’t know.  I hope not. Time w… https://t.co/eIu5nzAbsN"
"205","@nkanow @duty2warn I agree that it’s about Biden/Garland  bending over backwards, but it’s sad that there are trust… https://t.co/d6Toe2bCP9"
"206","@PatGregg2 @Lsantos090769 @Harvard1988 @AWeissmann_ https://t.co/mk3ARzzGhY"
"207","@PatGregg2 @Lsantos090769 @Harvard1988 @AWeissmann_ I agree. I think it was the right thing to do. I don’t think it… https://t.co/FR6vVK3juE"
"208","@Lsantos090769 @Harvard1988 @AWeissmann_ I hope you are wrong.  Since I don’t know him, I can’t really tell. It is… https://t.co/m3XGRZNvZw"
"209","@JohnFox92095875 @MaineNature @harrylitman 3 yrs to prosecute O North in Iran Contra. Durham’s investigation 3 yrs… https://t.co/ULhIwFgsvI"
"210","@JohnFox92095875 @MaineNature @harrylitman Yes!  And apart from the fact that investigations take time. (especially… https://t.co/jYjlKhHZdD"
"211","@lander @MuellerSheWrote That’s not to say don’t push for accountability, answers &amp; transparency… just understand t… https://t.co/NrFkkoYL5i"
"212","@realjordan_M @lander @MuellerSheWrote I understand frustration and the feeling that things are taking too long.  B… https://t.co/e2RgkMDLxc"
"213","@lander @Doc_gnosis @MuellerSheWrote evidence to support testimony or bolster credibility of witness"
"214","@lander @Doc_gnosis @MuellerSheWrote That is unfortunate bc, I think it’s probable that he committed a crime.  But… https://t.co/wbXapDG7PF"
"215","@realjordan_M @lander @Doc_gnosis @MuellerSheWrote Ok.  Reality check.  Sometimes there just isn’t enough credible… https://t.co/4m0sCZZCfO"
"216","@NORSTRAT @MuellerSheWrote @_MeMyself_N_I_ Has the DOJ been too cautious?  I don’t know- maybe.  But, I do know it… https://t.co/rFd9C5L8vS"
"217","@NORSTRAT @MuellerSheWrote @_MeMyself_N_I_ Instead of feeling pressure to resign after 1/6, they felt emboldened bc… https://t.co/Nk8FlPhxne"
"218","@NORSTRAT @MuellerSheWrote @_MeMyself_N_I_ I would say that it’s the voters’ job to stop them.  Voters re-elected J… https://t.co/6XsbEf5NBb"
"219","@mst3kharris @duty2warn Agreed.  I fear the reasonable conservatives have learned the lesson of Liz Cheney. Stand u… https://t.co/M8CvJ4TbKs"
"220","@mst3kharris @duty2warn At this point any moderation is welcome.  If there are 6-10 moderately sane R’s that keep u… https://t.co/FMS8YmorNI"
"221","@MissM_19 @drodutola2022 @WendyHassonMD And many people selflessly dedicate their lives to making the world better,… https://t.co/ZnIR35KJcn"
"222","@MissM_19 @drodutola2022 @WendyHassonMD I think people often have a magical definition of miracle. I believe the mi… https://t.co/CmwzuUyFZr"
"223","@berkhead17 @duty2warn Exactly what centrist republicans?"
"224","@Oludre7 @D_D_Ollie @againstcharges @RepDavidTrone It’s a nightmare however it plays out.  There are no R’s willing… https://t.co/Gp67z2JFok"
"225","@Oludre7 @againstcharges @RepDavidTrone Because McCarthy has proven himself to be so trustworthy and willing to  st… https://t.co/6YCZKk77lx"
"226","@againstcharges @LynnEtt56280884 @RepDavidTrone Seriously, what 5 normalish R’s are there?  No moderate candidate h… https://t.co/8FRhHfjOdc"
"227","@DemsInArray @Olivia_Beavers https://t.co/ZdmEjkbf9W"
"228","@DemsInArray @Olivia_Beavers The GOP has become extremists by primary-ing from right. They have run all centrists o… https://t.co/BrX0qMf1Aj"
"229","@DemsInArray @Olivia_Beavers He’s not a centrist. He’s just not part of the clown show so I guess that’s the new definition."
"230","@StingrayNarwhal @adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger It is the R caucus. It’s their mess. They have… https://t.co/MvqFDYXCrS"
"231","@Faux_Schlmoe @Aresvonzeus @shillito_ray @adrcatgul @HowieLevit @AdamKinzinger And I will repeat, the GOP has not h… https://t.co/UqeMcdODz7"
"232","@Faux_Schlmoe @Aresvonzeus @shillito_ray @adrcatgul @HowieLevit @AdamKinzinger Again.  There’s no denying that gerr… https://t.co/KiDncA0oqH"
"233","@RyAnnieAnnie @ThirdWayMattB I see you conveniently neglected to mention where the location of the games were that… https://t.co/30QagUnZBZ"
"234","@shillito_ray @adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger Unfortunate but not surprising."
"235","@shillito_ray @adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger There’s no denying that gerrymandering happens. B… https://t.co/0JCOjmzsCn"
"236","@RichSpence10 @RepJimmyGomez @GOP It would just be removing 1 vote for Jeffries since he’s a Democrat."
"237","@sharila @DtownGuardian @Hound_Syrup @BrookeG02024834 Exactly.  This young man may find comfort in the fact that pe… https://t.co/vv0Ih1J5Ba"
"238","@JMS_0627 @jenniferbaxley8 @DrNaber @cbouzy True that.  Ultra conservative Liz Cheney was about as moderate as the… https://t.co/dHTWybphey"
"239","@jenniferbaxley8 @DrNaber @cbouzy ideas, but it isn’t held hostage by extremists. The D’s had no hand in making this mess."
"240","@jenniferbaxley8 @DrNaber @cbouzy Please find some moderate R’s. But you aren’t going to bc they learned the lesson… https://t.co/dS8VpiPfsR"
"241","@adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger It is very unfortunate.  But it is what the voters chose. It’s… https://t.co/duwnvBEmPe"
"242","@PLegalization @WalshFreedom Competent"
"243","@Robertson1221 @TTUJorge @BradMossEsq No Butterfield &amp; Doyle didn’t run for re-election. The 2022 election filled b… https://t.co/wmGtpBPrNT"
"244","@Robertson1221 @BradMossEsq @RadioFreeTom Both resigned by not running for reelection.  Summer Lee (D) won Doyle’s… https://t.co/2Bf3IYek4e"
"245","@pronounicus @DCCyclone @davidgaw @brooklynmarie by her caucus - which allowed her to maintain a united caucus."
